,RK,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YEAR
126,13,New Jersey Nets,82,19755,43.8,89.5,0.49,0.6,2.7,0.23199999999999998,43.2,86.8,0.498,19.6,26.9,0.7290000000000001,14.8,28.0,42.8,26.0,9.3,5.0,16.3,24.2,107.9,1985
127,14,Utah Jazz,82,19755,40.2,84.4,0.47600000000000003,1.2,3.5,0.336,39.0,80.8,0.48200000000000004,21.7,28.1,0.772,12.5,29.5,42.0,24.8,8.2,8.1,18.2,22.7,103.3,1985
128,15,Chicago Bulls,82,19805,42.1,84.3,0.5,0.4,2.0,0.18,41.8,82.3,0.507,24.2,30.8,0.784,13.1,28.9,41.9,24.3,7.6,5.7,17.8,25.3,108.7,1985
129,16,Cleveland Cavaliers,82,19780,41.3,87.7,0.47100000000000003,1.1,4.0,0.287,40.2,83.7,0.48,22.2,29.7,0.7490000000000001,14.3,29.1,43.4,25.0,7.4,5.6,16.5,25.9,106.0,1985
130,17,Indiana Pacers,82,19780,40.3,84.6,0.47600000000000003,0.3,1.8,0.19399999999999998,39.9,82.8,0.48200000000000004,21.6,29.1,0.7440000000000001,13.8,30.3,44.1,22.5,7.2,4.2,18.7,25.8,102.5,1985
131,18,Phoenix Suns,82,19805,41.5,84.5,0.491,1.0,3.6,0.28300000000000003,40.4,80.8,0.5,20.8,27.0,0.7709999999999999,12.1,28.7,40.8,27.6,8.6,4.1,18.7,24.0,104.7,1985
132,19,Los Angeles Clippers,82,19730,42.5,85.8,0.495,0.7,2.3,0.298,41.8,83.5,0.501,20.2,26.6,0.758,14.0,29.3,43.3,23.3,6.4,6.0,19.1,22.2,105.8,1985
133,20,Atlanta Hawks,82,19855,41.7,86.2,0.484,0.9,2.8,0.311,40.8,83.4,0.49,21.6,28.7,0.752,14.1,28.4,42.5,24.3,8.1,6.6,17.9,24.8,105.9,1985
134,21,Washington Bullets,82,19855,42.6,89.0,0.479,1.3,4.8,0.27399999999999997,41.3,84.2,0.49,17.8,24.0,0.743,12.2,28.9,41.1,25.2,8.5,4.7,15.5,22.5,104.3,1985
135,22,New York Knicks,82,19830,41.8,86.4,0.484,0.6,2.4,0.258,41.2,84.0,0.49,20.8,28.6,0.726,13.6,25.6,39.1,24.3,9.2,3.2,17.7,29.2,104.9,1985
136,23,Seattle SuperSonics,82,19705,40.2,84.8,0.474,0.6,2.3,0.243,39.7,82.5,0.48100000000000004,21.8,28.3,0.7709999999999999,12.5,28.1,40.6,26.8,8.0,4.2,18.3,24.2,102.8,1985
137,1,Los Angeles Lakers,82,19830,45.2,86.5,0.522,1.6,4.8,0.337,43.5,81.7,0.5329999999999999,21.3,27.4,0.778,13.0,30.1,43.1,28.7,8.2,4.9,17.3,23.9,113.3,1986
138,2,Dallas Mavericks,82,19805,43.1,86.0,0.501,1.7,5.3,0.316,41.4,80.7,0.513,24.3,31.3,0.7759999999999999,12.6,29.1,41.7,25.0,7.2,4.4,15.3,20.6,112.1,1986
139,3,Portland Trail Blazers,82,19855,41.8,84.2,0.496,0.9,3.2,0.26899999999999996,40.9,81.1,0.505,24.8,32.4,0.765,13.3,26.8,40.1,25.2,9.9,4.1,17.7,25.5,109.2,1986
140,4,Denver Nuggets,82,19755,42.2,89.6,0.47100000000000003,0.8,3.5,0.233,41.4,86.1,0.48,22.0,27.5,0.7979999999999999,13.9,26.4,40.3,24.4,9.4,4.8,15.2,24.6,107.1,1986
141,5,Milwaukee Bucks,82,19805,42.7,86.8,0.493,1.5,4.5,0.327,41.3,82.2,0.502,24.5,32.1,0.764,14.1,28.7,42.8,25.6,9.6,5.5,16.2,26.2,111.4,1986
142,6,Houston Rockets,82,19755,44.1,90.0,0.49,1.0,3.6,0.27399999999999997,43.1,86.4,0.499,20.8,28.6,0.73,15.4,28.6,44.0,27.2,8.7,6.5,16.1,23.4,110.1,1986
143,7,Detroit Pistons,82,19780,43.7,90.3,0.484,0.6,2.1,0.302,43.1,88.1,0.489,21.0,26.8,0.7829999999999999,14.9,28.7,43.5,27.0,8.6,4.0,15.6,24.5,109.0,1986
144,8,Boston Celtics,82,19855,44.4,87.3,0.508,1.6,4.7,0.35100000000000003,42.8,82.6,0.517,21.3,26.9,0.794,12.6,32.9,45.5,28.5,7.7,6.1,16.2,21.0,111.8,1986
145,9,Golden State Warriors,82,19780,42.5,88.1,0.48200000000000004,1.0,3.2,0.313,41.5,84.9,0.489,22.3,29.3,0.76,14.8,27.3,42.1,23.5,8.7,4.1,16.3,23.7,108.3,1986
146,10,San Antonio Spurs,82,19805,42.0,82.9,0.506,0.5,2.3,0.235,41.4,80.6,0.514,22.0,29.5,0.746,12.5,28.2,40.6,26.4,9.3,4.6,19.0,24.7,106.5,1986
147,11,Philadelphia 76ers,82,19905,41.2,84.7,0.48700000000000004,0.6,2.7,0.228,40.6,82.0,0.495,25.6,33.7,0.758,15.9,28.5,44.4,24.2,10.3,5.9,19.1,21.6,108.6,1986
148,12,Phoenix Suns,82,19805,40.7,80.9,0.503,0.4,2.1,0.20800000000000002,40.2,78.8,0.511,22.5,31.0,0.726,12.0,28.3,40.3,26.3,8.9,4.4,20.4,26.1,104.3,1986
149,13,Chicago Bulls,82,19855,42.1,87.6,0.48100000000000004,1.1,3.8,0.278,41.1,83.7,0.49,23.3,30.3,0.769,15.5,27.6,43.1,24.3,7.4,4.8,17.4,26.2,108.6,1986
150,14,New Jersey Nets,82,19805,41.6,85.6,0.486,0.5,2.5,0.201,41.1,83.1,0.495,21.2,28.1,0.755,13.9,29.1,43.0,25.0,8.8,4.0,18.5,25.0,105.0,1986
151,15,Sacramento Kings,82,19780,42.1,85.9,0.49,0.4,1.6,0.22399999999999998,41.7,84.3,0.495,21.6,27.8,0.778,13.5,28.3,41.8,27.4,7.2,4.6,18.2,25.4,106.2,1986
152,16,Los Angeles Clippers,82,19755,40.1,84.8,0.473,0.8,2.7,0.27899999999999997,39.3,82.1,0.479,24.5,31.7,0.77,13.7,26.7,40.4,23.3,8.2,5.9,17.8,22.8,105.4,1986
153,17,Atlanta Hawks,82,19805,41.8,85.2,0.49,0.4,2.0,0.19899999999999998,41.4,83.2,0.49700000000000005,24.0,32.8,0.732,15.1,29.1,44.3,24.5,8.9,5.3,18.0,26.3,107.9,1986
154,18,Utah Jazz,82,19780,40.6,83.2,0.488,0.4,2.0,0.207,40.2,81.2,0.494,22.7,31.6,0.716,12.5,29.1,41.7,25.8,8.4,7.8,17.8,23.9,104.2,1986
155,19,Cleveland Cavaliers,82,19780,41.5,86.4,0.48,1.6,4.7,0.33799999999999997,40.0,81.8,0.489,20.9,27.8,0.752,13.0,29.3,42.3,24.6,7.5,5.2,16.8,27.1,105.5,1986
156,20,Seattle SuperSonics,82,19930,41.2,87.3,0.47200000000000003,1.0,3.7,0.263,40.2,83.5,0.48200000000000004,22.4,28.8,0.779,14.2,27.9,42.0,24.4,9.2,3.6,17.7,26.8,105.9,1986
157,21,Indiana Pacers,82,19755,41.4,86.1,0.48100000000000004,0.3,1.7,0.161,41.2,84.4,0.488,19.4,26.3,0.7390000000000001,13.7,31.5,45.2,26.0,7.9,4.6,18.2,25.7,102.6,1986
158,22,Washington Bullets,82,19855,40.4,87.2,0.46299999999999997,1.4,5.0,0.284,39.0,82.2,0.474,20.8,27.9,0.745,13.0,29.7,42.7,21.3,7.6,8.7,16.4,21.9,103.0,1986
159,23,New York Knicks,82,19805,39.8,86.5,0.46,1.0,2.9,0.34299999999999997,38.8,83.5,0.465,18.9,27.5,0.6859999999999999,13.3,26.7,40.0,23.1,8.8,3.8,17.7,27.2,99.5,1986
160,1,Portland Trail Blazers,82,19805,42.1,83.6,0.504,1.1,3.9,0.289,41.0,79.7,0.514,26.2,33.8,0.775,13.6,27.8,41.5,27.2,8.9,4.5,17.8,24.0,111.5,1987
161,2,Los Angeles Lakers,82,19730,44.8,86.8,0.516,2.0,5.4,0.36700000000000005,42.8,81.4,0.526,24.1,30.5,0.789,13.5,30.1,43.6,29.1,8.7,5.8,16.3,22.2,115.6,1987
162,3,Denver Nuggets,82,19780,42.8,90.9,0.47100000000000003,1.2,4.5,0.271,41.6,86.4,0.48100000000000004,22.6,29.3,0.769,14.8,27.1,41.8,26.5,8.6,4.8,13.9,25.0,109.3,1987
163,4,Dallas Mavericks,82,19880,43.2,88.6,0.48700000000000004,2.8,7.8,0.354,40.4,80.7,0.5,25.8,32.6,0.7909999999999999,14.6,30.0,44.6,24.2,8.3,5.1,14.5,22.5,114.9,1987
164,5,Seattle SuperSonics,82,19855,42.7,88.5,0.48200000000000004,2.3,6.8,0.335,40.4,81.7,0.494,23.1,30.5,0.758,16.3,28.4,44.7,25.9,8.4,5.3,17.9,26.4,110.7,1987
165,6,Boston Celtics,82,19805,44.8,86.6,0.517,2.5,6.9,0.366,42.2,79.7,0.53,21.4,26.5,0.8079999999999999,11.5,31.8,43.2,29.7,6.9,6.5,16.0,21.0,113.5,1987
166,7,Golden State Warriors,82,19905,42.1,87.9,0.479,1.4,4.3,0.319,40.7,83.6,0.48700000000000004,23.4,29.9,0.78,14.1,27.9,42.0,24.7,8.5,3.8,16.1,25.3,108.9,1987
167,8,Detroit Pistons,82,19830,42.4,86.7,0.49,0.5,2.0,0.231,42.0,84.7,0.496,23.8,31.2,0.765,14.9,31.7,46.6,24.2,7.7,5.2,17.0,24.9,109.2,1987
168,9,Phoenix Suns,82,19855,42.4,85.2,0.49700000000000005,0.7,3.0,0.242,41.6,82.2,0.506,22.5,29.6,0.76,13.2,28.0,41.2,27.9,8.3,4.7,17.8,24.3,108.0,1987
169,10,Sacramento Kings,82,19780,42.2,88.8,0.475,0.9,3.7,0.251,41.2,85.1,0.485,23.6,29.7,0.7959999999999999,15.3,29.2,44.6,26.2,6.1,4.8,16.8,24.0,108.9,1987
170,11,Milwaukee Bucks,82,19780,41.8,88.1,0.475,2.2,6.9,0.32299999999999995,39.6,81.2,0.488,23.6,30.8,0.7659999999999999,13.5,28.1,41.6,24.7,10.2,4.8,15.2,26.4,109.5,1987
171,12,Atlanta Hawks,82,19730,42.9,89.1,0.48100000000000004,1.7,5.3,0.318,41.2,83.8,0.491,25.2,33.2,0.759,16.9,30.9,47.8,25.9,8.7,6.4,16.0,26.9,112.6,1987
172,13,New Jersey Nets,82,19855,40.1,84.1,0.47600000000000003,1.7,5.3,0.32299999999999995,38.3,78.7,0.48700000000000004,23.7,30.9,0.767,13.9,28.6,42.5,23.6,7.6,4.7,19.2,27.9,105.6,1987
173,14,San Antonio Spurs,82,19805,42.1,88.9,0.474,1.4,4.8,0.29,40.7,84.1,0.484,20.3,27.3,0.742,15.3,28.0,43.3,26.5,9.4,3.9,16.8,23.0,105.9,1987
174,15,Utah Jazz,82,19755,41.0,88.5,0.46399999999999997,1.6,5.3,0.31,39.4,83.2,0.474,20.4,28.1,0.726,14.1,28.9,43.0,26.4,9.8,7.4,16.5,24.0,104.1,1987
175,16,Houston Rockets,82,19780,42.1,88.2,0.47700000000000004,1.1,3.9,0.275,41.0,84.3,0.48700000000000004,21.2,28.6,0.741,14.5,30.1,44.6,27.1,7.9,6.7,16.8,24.0,106.5,1987
176,17,Philadelphia 76ers,82,19880,41.4,84.3,0.491,1.1,4.2,0.259,40.3,80.1,0.503,24.5,32.5,0.753,14.6,28.9,43.5,24.1,9.5,6.7,18.8,22.0,108.3,1987
177,18,Indiana Pacers,82,19930,42.1,89.2,0.47200000000000003,1.1,3.9,0.297,40.9,85.4,0.479,20.7,26.4,0.782,13.8,30.0,43.8,26.4,8.5,3.8,15.5,25.5,106.0,1987
178,19,Washington Bullets,82,19705,40.8,89.9,0.45399999999999996,0.5,2.7,0.19699999999999998,40.3,87.3,0.461,23.5,30.8,0.765,15.9,28.1,44.0,21.3,9.2,8.3,15.8,21.6,105.7,1987
179,20,Chicago Bulls,82,19830,42.7,90.4,0.473,1.0,3.8,0.261,41.7,86.6,0.48200000000000004,22.2,28.5,0.778,15.8,30.3,46.1,27.1,8.6,5.5,15.9,24.3,108.6,1987
180,21,Los Angeles Clippers,82,19780,39.1,86.7,0.452,0.9,4.1,0.22399999999999998,38.2,82.5,0.46299999999999997,22.1,29.7,0.742,14.5,25.3,39.8,23.3,8.9,5.1,17.6,23.7,101.2,1987
181,22,Cleveland Cavaliers,82,19755,40.2,85.4,0.47,1.0,4.1,0.24,39.2,81.4,0.48200000000000004,21.3,30.6,0.6970000000000001,15.1,29.0,44.1,22.9,8.1,6.7,19.4,22.2,102.6,1987
182,23,New York Knicks,82,19780,41.0,86.5,0.474,1.5,4.6,0.33299999999999996,39.4,81.9,0.48200000000000004,21.2,29.1,0.73,13.6,26.6,40.3,23.9,8.7,4.9,17.5,25.0,104.8,1987
183,1,Denver Nuggets,82,19780,43.4,91.6,0.474,2.2,6.5,0.342,41.2,85.1,0.484,21.2,26.3,0.804,13.4,28.1,41.5,26.5,9.6,4.6,13.6,22.8,110.1,1988
184,2,Portland Trail Blazers,82,19730,43.0,87.6,0.491,1.4,4.5,0.308,41.6,83.1,0.501,24.4,31.7,0.77,14.7,29.3,43.9,27.1,8.5,4.1,15.9,24.6,111.8,1988
185,3,Boston Celtics,82,19780,44.6,85.5,0.521,3.4,8.7,0.384,41.2,76.8,0.537,22.9,28.5,0.8029999999999999,11.5,30.2,41.8,30.3,7.7,5.1,16.2,22.3,115.4,1988
186,4,San Antonio Spurs,82,19805,43.0,87.8,0.49,1.5,4.8,0.32299999999999995,41.5,83.0,0.5,20.5,28.0,0.733,13.7,27.1,40.9,27.2,8.6,5.4,16.5,23.1,108.2,1988
187,5,Los Angeles Lakers,82,19805,43.7,86.6,0.505,1.7,5.8,0.297,42.0,80.7,0.52,23.9,30.3,0.789,13.1,30.5,43.6,28.7,8.2,4.9,16.1,21.0,113.1,1988
188,6,Seattle SuperSonics,82,19855,42.7,89.8,0.47600000000000003,2.7,7.7,0.34600000000000003,40.1,82.1,0.488,22.0,29.5,0.748,15.8,27.9,43.7,25.9,9.3,5.4,16.6,28.7,110.2,1988
189,7,Dallas Mavericks,82,19755,42.7,90.1,0.475,1.9,6.6,0.293,40.8,83.5,0.489,24.8,31.4,0.789,16.8,31.2,48.0,24.8,8.1,5.6,15.7,21.7,112.2,1988
190,8,Detroit Pistons,82,19780,42.7,86.6,0.493,0.7,2.5,0.287,42.0,84.1,0.499,24.4,32.2,0.757,14.6,30.6,45.2,24.8,7.3,4.9,16.6,24.1,110.5,1988
191,9,Houston Rockets,82,19680,41.5,88.1,0.47100000000000003,0.8,3.5,0.237,40.7,84.6,0.48100000000000004,23.2,29.8,0.78,14.8,30.3,45.2,23.2,8.5,6.0,16.4,22.3,107.1,1988
192,10,Phoenix Suns,82,19730,42.7,87.8,0.486,1.4,4.3,0.331,41.3,83.5,0.494,20.2,26.4,0.764,13.4,28.6,42.0,28.0,8.1,4.2,17.0,24.6,107.0,1988
193,11,Utah Jazz,82,19705,41.8,85.1,0.491,1.5,4.8,0.319,40.2,80.2,0.502,21.6,28.8,0.75,12.8,30.6,43.4,28.9,9.2,7.5,17.8,23.8,106.8,1988
194,12,Sacramento Kings,82,19780,41.6,88.2,0.47100000000000003,1.7,5.4,0.32,39.8,82.8,0.48100000000000004,21.6,27.9,0.772,14.8,29.6,44.4,25.4,7.0,5.9,17.5,22.8,106.5,1988
195,13,Atlanta Hawks,82,19780,43.3,89.4,0.485,1.1,3.6,0.301,42.3,85.9,0.49200000000000005,23.6,30.7,0.767,15.5,30.0,45.4,26.0,8.0,6.8,15.4,25.8,111.3,1988
196,14,Golden State Warriors,82,19780,41.4,88.4,0.46799999999999997,1.1,3.7,0.292,40.3,84.7,0.475,20.9,26.3,0.7959999999999999,13.6,26.9,40.5,23.9,8.8,3.4,16.7,25.7,104.7,1988
197,15,Milwaukee Bucks,82,19780,41.9,88.0,0.475,1.7,5.1,0.324,40.2,82.9,0.485,22.8,29.4,0.775,13.9,29.0,42.9,27.3,8.3,4.7,15.9,24.7,108.2,1988
198,16,Philadelphia 76ers,82,19905,40.4,85.2,0.474,1.9,5.9,0.32299999999999995,38.4,79.3,0.485,26.2,34.3,0.764,15.3,29.0,44.3,23.8,8.4,5.8,18.0,23.4,108.8,1988
199,17,New York Knicks,82,19805,41.1,88.5,0.465,2.2,6.9,0.316,38.9,81.5,0.478,21.4,28.2,0.759,15.7,26.8,42.6,24.6,9.7,5.4,18.6,28.9,105.9,1988
200,18,Washington Bullets,82,19880,41.3,88.1,0.46799999999999997,0.4,1.7,0.21,40.9,86.5,0.473,23.6,30.5,0.773,15.1,28.3,43.4,23.1,8.6,6.2,17.0,23.6,106.5,1988
201,19,Chicago Bulls,82,19855,43.5,88.8,0.49,0.7,3.1,0.23,42.8,85.7,0.499,21.3,28.1,0.759,14.8,31.1,46.0,27.2,9.0,6.0,16.0,23.4,109.0,1988
202,20,Indiana Pacers,82,19705,42.7,88.9,0.48,2.0,6.0,0.336,40.7,82.9,0.491,19.2,24.6,0.78,13.4,30.5,43.9,24.6,7.7,4.3,16.4,25.3,106.6,1988
203,21,Cleveland Cavaliers,82,19780,41.3,84.2,0.49,1.6,4.2,0.37799999999999995,39.7,80.0,0.496,22.6,30.4,0.7440000000000001,12.7,28.5,41.2,25.8,9.1,6.6,17.9,22.9,106.8,1988
204,22,New Jersey Nets,82,19780,39.5,84.4,0.46799999999999997,1.7,5.6,0.301,37.8,78.8,0.48,20.7,28.4,0.7290000000000001,13.2,27.8,41.1,22.1,8.9,4.7,18.5,25.1,101.4,1988
205,23,Los Angeles Clippers,82,19805,38.3,86.5,0.44299999999999995,0.9,3.8,0.249,37.4,82.7,0.452,19.8,27.7,0.713,14.3,28.2,42.6,22.7,8.7,6.2,18.4,22.9,97.4,1988
206,1,Phoenix Suns,82,19755,43.6,87.7,0.498,2.0,5.6,0.349,41.7,82.1,0.508,23.8,30.2,0.7909999999999999,12.7,30.4,43.2,26.5,8.1,4.8,14.9,22.5,113.1,1989
207,2,Denver Nuggets,82,19880,42.8,91.4,0.46799999999999997,2.6,7.6,0.337,40.3,83.8,0.48,20.4,26.0,0.787,13.5,28.2,41.8,25.6,9.1,4.9,13.8,23.4,108.6,1989
208,3,New York Knicks,82,19805,43.0,88.4,0.486,4.5,13.3,0.337,38.5,75.0,0.513,20.7,27.5,0.752,15.3,26.3,41.6,24.2,10.4,5.2,18.3,23.8,111.1,1989
209,4,Golden State Warriors,82,19905,41.9,89.6,0.46799999999999997,2.2,7.1,0.308,39.7,82.6,0.48100000000000004,21.4,26.8,0.799,14.9,28.8,43.6,22.6,9.3,7.2,16.7,21.9,107.4,1989
210,5,Los Angeles Lakers,82,19805,43.4,86.4,0.502,2.7,8.1,0.34,40.6,78.4,0.518,24.3,30.3,0.802,13.2,31.6,44.8,27.6,8.8,5.1,16.3,20.2,113.8,1989
211,6,Portland Trail Blazers,82,19830,43.0,90.8,0.474,2.5,7.5,0.335,40.5,83.3,0.48700000000000004,20.8,28.1,0.74,16.1,27.7,43.8,25.8,9.6,4.5,16.7,23.6,109.4,1989
212,7,Seattle SuperSonics,82,19780,43.2,90.7,0.47700000000000004,3.6,9.4,0.379,39.7,81.3,0.488,21.5,28.8,0.746,16.9,27.1,44.1,25.3,10.5,6.0,17.0,24.6,111.5,1989
213,8,Philadelphia 76ers,82,19780,43.1,88.7,0.486,2.5,8.0,0.316,40.6,80.7,0.503,24.3,30.8,0.787,14.1,29.0,43.1,26.0,8.5,4.4,14.9,21.2,113.0,1989
214,9,Atlanta Hawks,82,19805,42.0,89.1,0.47200000000000003,1.4,4.9,0.27699999999999997,40.7,84.2,0.483,26.7,33.4,0.8,16.9,28.5,45.4,24.5,10.1,5.8,16.1,23.2,112.2,1989
215,10,Boston Celtics,82,19780,43.5,88.3,0.493,1.0,3.8,0.252,42.6,84.5,0.504,22.8,29.0,0.7829999999999999,14.6,30.2,44.8,27.1,7.9,5.2,16.5,23.2,110.8,1989
216,11,Milwaukee Bucks,82,19755,41.9,88.3,0.474,2.2,7.0,0.316,39.7,81.3,0.488,24.1,29.4,0.821,14.0,28.0,42.0,25.5,10.1,4.0,16.1,24.1,110.1,1989
217,12,Cleveland Cavaliers,82,19755,43.0,85.6,0.502,2.1,5.9,0.359,40.9,79.7,0.513,22.6,30.2,0.747,12.8,30.7,43.5,28.0,9.8,7.3,16.4,19.7,110.6,1989
218,13,Houston Rockets,82,19855,40.5,85.5,0.474,1.9,6.2,0.314,38.6,79.3,0.48700000000000004,22.7,30.0,0.755,14.4,30.3,44.7,23.9,9.4,6.0,18.6,24.1,105.7,1989
219,14,Washington Bullets,82,19855,42.2,91.0,0.46399999999999997,0.6,2.9,0.214,41.6,88.1,0.47200000000000003,21.4,27.8,0.772,15.0,28.2,43.2,24.5,8.3,3.9,15.5,24.6,106.4,1989
220,15,Indiana Pacers,82,19855,41.3,84.6,0.48700000000000004,2.5,7.5,0.32799999999999996,38.8,77.1,0.503,21.9,27.7,0.789,13.0,30.4,43.4,24.5,6.9,5.1,18.9,25.7,106.8,1989
221,16,Detroit Pistons,82,19830,43.0,87.2,0.494,1.5,5.1,0.3,41.5,82.1,0.505,23.2,30.2,0.769,14.6,32.3,46.9,25.7,6.6,5.1,16.9,24.6,110.8,1989
222,17,Chicago Bulls,82,19780,43.1,87.2,0.495,2.2,6.6,0.32799999999999996,41.0,80.5,0.509,20.7,26.3,0.7859999999999999,12.7,30.7,43.4,27.7,9.0,4.7,16.6,23.2,109.1,1989
223,18,Los Angeles Clippers,82,19855,40.8,86.0,0.475,0.6,2.7,0.231,40.2,83.3,0.483,18.6,25.7,0.723,13.4,27.6,41.0,25.6,9.4,6.1,19.3,22.4,100.8,1989
224,19,San Antonio Spurs,82,19755,40.5,86.4,0.46799999999999997,0.7,3.4,0.215,39.7,83.0,0.479,19.3,27.6,0.698,15.1,25.4,40.5,23.8,11.2,4.9,20.0,25.1,100.9,1989
225,20,Sacramento Kings,82,19780,40.6,88.8,0.457,3.7,10.0,0.373,36.9,78.8,0.46799999999999997,19.6,25.4,0.77,13.8,29.6,43.4,23.8,7.5,4.9,16.5,22.7,104.5,1989
226,21,Utah Jazz,82,19730,39.5,81.9,0.48200000000000004,1.4,4.7,0.3,38.1,77.2,0.494,26.2,34.0,0.77,13.0,32.4,45.4,26.2,8.9,7.2,19.0,23.5,106.6,1989
227,22,Charlotte Hornets,82,19780,41.5,89.9,0.461,1.6,5.2,0.312,39.8,84.7,0.47,19.1,24.9,0.767,13.8,26.6,40.4,28.1,8.5,3.2,15.9,25.0,103.7,1989
228,23,New Jersey Nets,82,19805,40.4,87.5,0.461,2.3,6.9,0.32899999999999996,38.1,80.6,0.473,20.0,27.4,0.731,14.6,29.3,43.9,21.7,9.4,5.2,17.5,23.8,103.0,1989
229,24,Dallas Mavericks,82,19780,41.1,87.6,0.469,2.7,8.6,0.31,38.4,78.9,0.486,22.6,28.6,0.789,13.3,30.3,43.6,23.6,7.3,6.0,15.6,22.0,107.4,1989
230,25,Miami Heat,82,19855,39.3,86.8,0.45299999999999996,1.2,3.6,0.326,38.1,83.2,0.45799999999999996,18.0,25.7,0.7020000000000001,16.0,27.0,42.9,23.9,9.1,5.0,21.1,25.9,97.8,1989
231,1,Golden State Warriors,82,19705,40.1,82.9,0.484,2.8,8.6,0.324,37.3,74.3,0.503,26.6,32.9,0.809,10.5,27.4,38.0,22.7,8.7,5.6,16.3,23.1,109.6,1990
232,2,Phoenix Suns,82,19855,42.6,85.7,0.496,2.1,6.5,0.324,40.4,79.2,0.511,25.9,32.6,0.795,12.6,31.8,44.5,25.3,8.0,6.0,15.3,21.9,113.1,1990
233,3,Denver Nuggets,82,19805,42.7,92.2,0.46399999999999997,2.6,7.8,0.337,40.1,84.4,0.475,20.0,25.3,0.789,13.4,29.1,42.6,26.2,9.4,3.8,13.1,23.5,108.0,1990
234,4,Portland Trail Blazers,82,19880,42.2,89.1,0.473,2.2,6.7,0.336,39.9,82.4,0.484,24.0,32.3,0.743,16.0,30.1,46.1,24.6,8.8,4.3,16.0,24.2,110.5,1990
235,5,Orlando Magic,82,19805,40.2,87.6,0.45899999999999996,1.3,4.6,0.295,38.9,83.0,0.46799999999999997,24.0,31.7,0.7559999999999999,15.2,28.7,43.9,23.2,7.2,3.4,16.4,23.0,105.8,1990
236,6,Los Angeles Lakers,82,19855,43.1,88.0,0.49,3.9,10.6,0.36700000000000005,39.2,77.4,0.507,23.9,30.3,0.787,13.8,30.9,44.6,28.0,8.2,5.6,15.4,21.8,114.0,1990
237,7,Philadelphia 76ers,82,19805,43.2,88.2,0.489,2.4,6.8,0.348,40.8,81.4,0.501,24.8,31.5,0.7879999999999999,13.9,30.2,44.2,24.3,8.6,4.6,15.2,21.3,113.5,1990
238,8,Boston Celtics,82,19705,44.2,88.7,0.498,1.3,5.0,0.262,42.9,83.7,0.513,22.2,26.7,0.8320000000000001,13.2,33.6,46.8,30.1,6.7,5.6,15.6,21.3,112.0,1990
239,9,Chicago Bulls,82,19830,44.2,88.7,0.498,3.1,8.4,0.374,41.1,80.3,0.511,20.8,26.8,0.778,13.5,28.5,42.0,27.2,10.2,4.9,15.6,23.8,112.3,1990
240,10,Indiana Pacers,82,19880,42.1,84.7,0.49700000000000005,3.7,9.6,0.382,38.4,75.1,0.511,23.7,29.1,0.816,11.7,29.7,41.4,25.2,6.9,4.4,16.7,24.5,111.5,1990
241,11,Atlanta Hawks,82,19730,43.4,89.1,0.48700000000000004,1.6,5.2,0.302,41.8,83.9,0.498,24.7,32.3,0.764,16.2,27.8,43.9,23.1,9.1,4.5,16.1,23.7,113.0,1990
242,12,New York Knicks,82,19830,42.3,87.4,0.484,2.9,8.7,0.332,39.4,78.6,0.501,21.9,28.9,0.7559999999999999,14.6,29.9,44.5,26.4,8.8,6.1,17.4,22.5,109.4,1990
243,13,Washington Bullets,82,19830,43.8,92.3,0.475,0.5,2.4,0.188,43.4,89.9,0.48200000000000004,19.5,25.5,0.764,14.6,29.8,44.4,27.0,6.8,5.2,14.6,23.5,107.5,1990
244,14,Seattle SuperSonics,82,19905,43.8,91.6,0.479,2.9,8.2,0.355,40.9,83.4,0.491,20.3,27.4,0.741,16.7,28.5,45.3,23.7,8.9,4.2,16.9,26.1,110.9,1990
245,15,Utah Jazz,82,19830,41.9,83.0,0.505,2.8,7.9,0.359,39.1,75.1,0.521,23.6,31.3,0.754,12.0,31.5,43.5,27.9,8.5,6.2,17.8,25.6,110.3,1990
246,16,Houston Rockets,82,19805,41.7,86.9,0.48,1.8,5.9,0.312,39.9,81.0,0.493,19.6,27.2,0.72,14.6,31.6,46.2,26.3,9.7,6.6,18.1,23.2,104.8,1990
247,17,San Antonio Spurs,82,19730,41.9,86.4,0.484,0.7,2.8,0.239,41.2,83.6,0.49200000000000005,23.3,31.3,0.745,14.4,30.6,44.9,25.2,9.9,6.8,17.3,22.9,107.7,1990
248,18,Milwaukee Bucks,82,19830,41.7,88.2,0.473,2.6,8.3,0.312,39.1,79.9,0.49,21.3,28.1,0.758,13.7,27.7,41.4,25.3,10.2,4.0,16.2,25.8,107.3,1990
249,19,Detroit Pistons,82,19805,42.8,89.6,0.478,2.3,6.9,0.327,40.5,82.7,0.49,22.0,28.9,0.7609999999999999,15.2,31.6,46.8,25.6,6.6,5.4,15.8,25.2,109.9,1990
250,20,Los Angeles Clippers,82,19805,40.6,83.7,0.484,0.7,2.8,0.243,39.9,80.9,0.493,22.2,30.0,0.738,12.9,28.9,41.8,24.2,9.6,6.2,18.9,22.7,104.0,1990
